September 2020 Contiguous U.S. City Precipitation,,,,,
Units: Inches,,,,,
Missing: -99,,,,,
Location ID,Location,Value,Rank,Anomaly (1981-2010 base period),1981-2010 Mean
USW00024013,"Minot, North Dakota",0.33,8,-1.13,1.46
USW00094014,"Williston, North Dakota",-99,-99,-99,-99
USW00014895,"Akron, Ohio",2.82,32,-0.63,3.45
USW00093814,"Cincinnati, Ohio",1.63,20,-1,2.63
USW00014820,"Cleveland, Ohio",5.79,73,1.98,3.81
USW00014821,"Columbus, Ohio",4.3,61,1.46,2.84
USW00094830,"Toledo, Ohio",1.28,8,-1.5,2.78
USW00013967,"Oklahoma City, Oklahoma",2.57,31,-1.5,4.07
USW00013968,"Tulsa, Oklahoma",3.75,47,-0.51,4.26
USH00350328,"Astoria, Oregon",2.92,70,0.78,2.14
USW00024221,"Eugene, Oregon",2.74,73,1.45,1.29
USW00024225,"Medford, Oregon",0.05,15,-0.52,0.57
USW00024155,"Pendleton, Oregon",0.14,23,-0.43,0.57
USW00024229,"Portland, Oregon",2.06,60,0.59,1.47
USW00024232,"Salem, Oregon",1.36,63,0.08,1.28
USH00360106,"Allentown, Pennsylvania",4.17,68,-0.45,4.62
USW00014860,"Erie, Pennsylvania",2.02,14,-2.59,4.61
USW00014751,"Harrisburg, Pennsylvania",1.39,11,-2.12,3.51
USW00013739,"Philadelphia, Pennsylvania",4.23,51,0.45,3.78
USW00094823,"Pittsburgh, Pennsylvania",0.92,6,-2.19,3.11
USW00014777,"Scranton, Pennsylvania",3.03,38,-1.03,4.06
USW00014778,"Williamsport, Pennsylvania",1.59,10,-2.57,4.16
USW00014765,"Providence, Rhode Island",1.2,9,-2.72,3.92
USW00013880,"Charleston, South Carolina",7.14,59,1.04,6.1
USW00013883,"Columbia, South Carolina",4.51,45,0.97,3.54
USH00383747,"Greenville, South Carolina",5.32,97,1.89,3.43
USH00390020,"Aberdeen, South Dakota",1.54,59,-0.65,2.19
USW00024025,"Pierre, South Dakota",0.29,18,-1.58,1.87
USW00024090,"Rapid City, South Dakota",1.11,42,-0.17,1.28
USW00014944,"Sioux Falls, South Dakota",0.42,3,-2.35,2.77
USW00013882,"Chattanooga, Tennessee",5.65,63,1.61,4.04
USW00003811,"Jackson, Tennessee",3.6,44,0.22,3.38
USW00013877,"Johnson City, Tennessee",4.78,73,1.79,2.99
USW00013891,"Knoxville, Tennessee",4.57,93,1.33,3.24
USW00013893,"Memphis, Tennessee",1.58,25,-1.51,3.09
USW00013897,"Nashville, Tennessee",3.8,46,0.39,3.41
USW00013962,"Abilene, Texas",5.51,65,3.27,2.24
USW00023047,"Amarillo, Texas",0.45,13,-1.47,1.92
USW00013958,"Austin, Texas",5.96,71,2.97,2.99
USW00012919,"Brownsville, Texas",5.96,67,0.04,5.92
USH00412015,"Corpus Christi, Texas",5.5,81,0.52,4.98
USW00013960,"Dallas, Texas",3.54,58,0.79,2.75
USW00022010,"Del Rio, Texas",3.17,45,0.98,2.19
USH00412797,"El Paso, Texas",0.59,45,-0.92,1.51
USW00012918,"Houston, Texas",13.06,75,7.95,5.11
USW00023042,"Lubbock, Texas",1.04,30,-1.47,2.51
USW00023023,"Midland, Texas",0.83,25,-1.03,1.86
USH00417945,"San Antonio, Texas",3.09,79,0.06,3.03
USW00013966,"Wichita Falls, Texas",2.76,64,-0.02,2.78
USW00093129,"Cedar City, Utah",0.12,16,-0.57,0.69
USW00024127,"Salt Lake City, Utah",0.19,16,-1.02,1.21
USH00431081,"Burlington, Vermont",2.3,33,-1.34,3.64
USW00094705,"Montpelier, Vermont",3.75,50,0.49,3.26
USH00446139,"Norfolk, Virginia",7.63,95,2.87,4.76
USW00013740,"Richmond, Virginia",6.92,72,2.79,4.13
USW00013741,"Roanoke, Virginia",5.33,57,1.44,3.89
USW00024227,"Olympia, Washington",3.34,67,1.63,1.71
USW00024233,"Seattle, Washington",2.48,58,1.03,1.45
USH00457938,"Spokane, Washington",0.33,37,-0.34,0.67
USW00024243,"Yakima, Washington",0.06,17,-0.3,0.36
USW00003872,"Beckley, West Virginia",2.13,20,-0.88,3.01
USW00013866,"Charleston, West Virginia",1.94,21,-1.32,3.26
USW00013729,"Elkins, West Virginia",2.64,35,-0.99,3.63
USW00003860,"Huntington, West Virginia",3.14,33,0.35,2.79
USW00014898,"Green Bay, Wisconsin",2.38,43,-0.67,3.05
USW00014920,"La Crosse, Wisconsin",3.63,50,0.06,3.57
USW00014837,"Madison, Wisconsin",3.42,51,0.28,3.14
USW00014839,"Milwaukee, Wisconsin",2.62,42,-0.55,3.17
USW00014897,"Wausau, Wisconsin",2.48,25,-1.44,3.92
USW00024089,"Casper, Wyoming",0.54,32,-0.54,1.08
USH00481675,"Cheyenne, Wyoming",0.6,40,-0.88,1.48
USW00024021,"Lander, Wyoming",0.66,33,-0.39,1.05
USW00024029,"Sheridan, Wyoming",1.37,40,-0.06,1.43
USW00093738,"Washington (Dulles), Washington, D.C.",2.18,20,-1.74,3.92
USW00013743,"Washington (Reagan National), Washington, D.C.",5.54,61,1.82,3.72
